,title,rental price,bedrooms,bathrooms,Area (SF),"latitude,longitude",cats are OK - purrr,dogs are OK - wooof,w/d in unit,wd in unit,laundry in bldg,laundry on site,attached garage,detached garage,carport,furnished,no smoking,wheelchair accessible,lat.,long.,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
1190,"Lease Today, Bike Room, Pets Welcome #645",4470,1,1.0,805.0,"(37.771804, -122.426621)",1,1,0,1,0,0,1,0,0,0,0,0,37.771803999999996,-122.426621,1.0,rooftop,200.0,Buchanan St,San Francisco,CA,San Francisco County,94102.0
1194,**OPEN SAT 10/6 - 2:45-3:15PM** Bright Large One Bedroom,2750,1,1.0,,"(37.744352, -122.453012)",0,0,0,0,0,0,0,0,0,0,1,0,37.744352,-122.45301200000002,1.0,rooftop,691.0,Portola Dr,San Francisco,CA,San Francisco County,94127.0
1195,Private Converted Bedroom South Beach (FiDi) near MUNI. Avail Nov 1,1690,1,,250.0,"(37.784764, -122.390431)",0,0,0,0,1,0,1,0,0,0,1,0,37.784764,-122.390431,1.0,rooftop,501.0,Delancey St,San Francisco,CA,San Francisco County,94107.0
1196,Commuter's Dream.Don't Fuss with The Bus,3379,1,1.0,533.0,"(37.7621, -122.3971)",1,1,0,1,0,0,0,0,0,0,1,1,37.7621,-122.3971,1.0,rooftop,331.0,Connecticut St,San Francisco,CA,San Francisco County,94107.0
1197,1 lrg bedroom apt,3600,1,1.0,,"(37.7725, -122.4147)",0,0,0,0,0,0,0,0,0,0,0,0,37.7725,-122.4147,1.0,rooftop,245.0,11th St,San Francisco,CA,San Francisco County,94103.0
1198,Everything You Need. All Right Here!,3369,1,1.0,645.0,"(37.7621, -122.3971)",1,1,0,0,0,0,0,0,0,0,1,1,37.7621,-122.3971,1.0,rooftop,331.0,Connecticut St,San Francisco,CA,San Francisco County,94107.0
1199,1-Bedroom Perfect for Any Living Situation!!,3449,1,1.0,645.0,"(37.7621, -122.3971)",1,1,0,0,1,0,0,0,0,0,1,1,37.7621,-122.3971,1.0,rooftop,331.0,Connecticut St,San Francisco,CA,San Francisco County,94107.0
1201,"Stunning and spacious top-floor 1-bed apt, amazing loc, pkng included",4750,1,1.0,,"(37.796933, -122.429774)",1,1,0,0,1,0,1,0,0,0,0,0,37.796933,-122.429774,1.0,rooftop,1868.0,Green St,San Francisco,CA,San Francisco County,94123.0
1202,"Join a Large Community of Pet Owners, Dog Parks On Site! 1x1 Townhome",2749,1,1.0,723.0,"(37.718571, -122.484778)",1,1,0,0,0,1,0,0,0,0,1,0,37.718571000000004,-122.484778,1.0,nearest_street,300.0,Vidal Dr,San Francisco,CA,San Francisco County,94132.0
1204,"Bright, beautiful and quiet 1-bed 1-bath apartment in an Art Deco bldg",4300,1,1.0,,"(37.794966, -122.429216)",1,0,0,0,1,0,1,0,0,0,0,0,37.794965999999995,-122.429216,1.0,rooftop,1955.0,Broadway,San Francisco,CA,San Francisco County,94109.0
1205,"Bright 1-bed 1-bath high-rise apartment, private deck, pkng available",3750,1,1.0,,"(37.794576, -122.425869)",1,1,0,0,1,0,1,0,0,0,0,0,37.794576,-122.42586899999999,1.0,rooftop,1870.0,Pacific Ave,San Francisco,CA,San Francisco County,94109.0
1206,Spacious and bright top-floor 1-bedroom 1-bathroom apartment near UCSF,3200,1,1.0,,"(37.762166, -122.4646)",1,0,0,0,1,0,0,0,0,0,0,0,37.762166,-122.4646,1.0,rooftop,225.0,Judah St,San Francisco,CA,San Francisco County,94122.0
1209,"20 stories of modern architecture, Caesarstone counter tops",4190,1,1.0,789.0,"(37.776541, -122.417501)",0,0,0,0,0,0,0,0,0,0,0,0,37.776540999999995,-122.417501,1.0,nearest_street,1401.0,Market St,San Francisco,CA,San Francisco County,94103.0
1210,Large and bright 1-bed 1-bath apt near Marina Green. Pets negotiable.,3995,1,1.0,,"(37.805291, -122.435632)",1,1,0,0,1,0,1,0,0,0,0,0,37.805291,-122.43563200000001,1.0,rooftop,3739.0,Webster St,San Francisco,CA,San Francisco County,94123.0
1211,"Mid-Richmond Top Floor 1bd w/hrdwd fls, views, pkg avail. ~ J.Wavro",3200,1,1.0,,"(37.782457, -122.475236)",0,0,0,0,1,0,1,0,0,0,0,0,37.782457,-122.47523600000001,1.0,nearest_street,1500.0,Clement St,San Francisco,CA,San Francisco County,94118.0
1213,"Charming, renovated apartment in classic Tudor Revival building",4750,1,1.0,,"(37.791727, -122.447112)",1,1,0,0,1,0,0,0,0,0,0,0,37.791727,-122.447112,1.0,rooftop,3193.0,Pacific Ave,San Francisco,CA,San Francisco County,94115.0
1214,"Visit Your New Home, Pet Friendly, Private Conference Room",4067,1,1.0,765.0,"(37.773083, -122.391187)",1,1,0,1,0,0,1,0,0,0,1,0,37.773083,-122.39118700000002,1.0,rooftop,590.0,Mission Rock St,San Francisco,CA,San Francisco County,94158.0
1216,"On-site bike storage, Contemporary over-sized 8' barn doors",3677,1,1.0,656.0,"(37.761324, -122.38864)",1,1,0,1,0,0,0,1,0,0,1,1,37.761324,-122.38864,1.0,rooftop,2230.0,3rd St,San Francisco,CA,San Francisco County,94107.0
1217,Cozy Loft with skylight lets all the sunshine in!,4345,1,1.5,761.0,"(37.761809, -122.391944)",1,1,0,1,0,0,1,0,0,0,1,1,37.761809,-122.391944,1.0,rooftop,690.0,Indiana St,San Francisco,CA,San Francisco County,94107.0
1218,BUENA VISTA PARK AREA,2400,1,1.0,,"(37.7712, -122.4413)",1,0,0,0,1,0,1,0,0,0,0,0,37.7712,-122.4413,1.0,rooftop,1146.0,Haight St,San Francisco,CA,San Francisco County,94117.0
1219,Quiet 1 Bed Overlooking Yard ~ J.Wavro,2850,1,1.0,,"(37.774277, -122.43594)",0,1,0,0,1,0,0,0,0,0,0,0,37.774277000000005,-122.43593999999999,1.0,nearest_street,1100.0,Fell St,San Francisco,CA,San Francisco County,94117.0
1220,"Marina 1 Bedroom (Great Location, Top Floor, Elevator) **Photos**",4000,1,1.0,1200.0,"(37.803569, -122.435416)",1,0,0,0,1,0,1,0,0,0,0,0,37.803569,-122.43541599999999,1.0,rooftop,1701.0,N Point St,San Francisco,CA,San Francisco County,94123.0
1222,6 MONTHS OK NEW FURNISHED APT NR LINCOLN Fr LYCEE PETS OK OCT 15,3600,1,1.0,1000.0,"(37.749892, -122.479312)",1,1,0,1,0,0,0,0,0,1,1,1,37.749891999999996,-122.47931200000001,1.0,rooftop,2022.0,22nd Ave,San Francisco,CA,San Francisco County,94116.0
1223,"Commuters' Dream! Steps From Muni w/ Monthly Credit*,  1b 1ba Townhome",2799,1,1.0,723.0,"(37.718119, -122.474484)",1,1,0,0,0,1,0,0,0,0,1,0,37.718119,-122.474484,1.0,nearest_street,42.0,Cambon Dr,San Francisco,CA,San Francisco County,94132.0
1224,Live at the Center of Modern Conveniences & Entertainment.,3686,1,1.0,564.0,"(37.7621, -122.3971)",1,1,0,1,0,0,0,0,0,0,1,1,37.7621,-122.3971,1.0,rooftop,331.0,Connecticut St,San Francisco,CA,San Francisco County,94107.0
1225,"NEW APT NEAR LINCOLN HS LYCEE FRANCAISE SFSU OCT 5, PETS OK",2950,1,1.0,1000.0,"(37.749923, -122.479312)",1,1,0,1,0,0,0,0,0,0,1,0,37.749922999999995,-122.47931200000001,1.0,rooftop,2014.0,22nd Ave,San Francisco,CA,San Francisco County,94116.0
1226,One bedroom apartment in corner building,3000,1,1.0,,"(37.795435, -122.433469)",0,0,0,0,1,0,0,0,0,0,0,0,37.795435,-122.43346899999999,1.0,nearest_street,2700.0,Webster St,San Francisco,CA,San Francisco County,94123.0
1228,Junior 1 bedroom /Valencia Corridor,1925,1,1.0,,"(37.761617, -122.422955)",0,0,0,0,1,0,0,0,0,1,1,0,37.761617,-122.422955,1.0,nearest_street,3561.0,18th St,San Francisco,CA,San Francisco County,94110.0
1231,Large 1 bedroom - Top floor appartment,3400,1,1.0,800.0,"(37.75983, -122.42592)",0,0,0,0,0,0,0,0,0,0,0,0,37.75983,-122.42591999999999,1.0,nearest_street,3700.0,19th St,San Francisco,CA,San Francisco County,94114.0
1232,Amazing 1 BDR/ Private BTHRM/ Spacious Townhouse AVAILABLE IMMEDIATELY,1675,1,1.0,1421.0,"(37.7309, -122.3886)",0,0,0,1,0,0,1,0,0,0,1,0,37.7309,-122.3886,1.0,rooftop,1516.0,Revere Ave,San Francisco,CA,San Francisco County,94124.0
1233,TOP FLOOR Near Marina Green Quiet six unit building!,3695,1,1.0,,"(37.80422, -122.439526)",0,0,0,0,0,0,1,0,0,0,0,0,37.80422,-122.439526,1.0,rooftop,106.0,Cervantes Blvd,San Francisco,CA,San Francisco County,94123.0
1234,Private Bedroom South Beach (FiDi) near MUNI. Avail Nov 1,1890,1,,317.0,"(37.784612, -122.390174)",0,0,0,0,1,0,1,0,0,0,1,0,37.784612,-122.390174,1.0,rooftop,501.0,Delancey St,San Francisco,CA,San Francisco County,94107.0
1236,"6 WEEKS FREE!! Beautiful views, luxury high rise in the middle of SF.",3975,1,1.0,,"(37.787137, -122.396691)",0,0,0,0,0,0,0,0,0,0,0,0,37.787137,-122.39669099999999,1.0,nearest_street,22.0,Tehama St,San Francisco,CA,San Francisco County,94105.0
1239,Large Top Floor 1 bed 1 bath next to CCSF!,3365,1,1.0,851.0,"(37.723837, -122.455916)",1,1,0,1,0,0,1,0,0,1,1,1,37.723836999999996,-122.45591599999999,1.0,rooftop,1299.0,Ocean Ave,San Francisco,CA,San Francisco County,94112.0
1240,Bright 1 Bedroom 1 Bathroom Available for October Move!,3235,1,1.0,805.0,"(37.723837, -122.455916)",1,1,0,1,0,0,1,0,0,0,1,1,37.723836999999996,-122.45591599999999,1.0,rooftop,1299.0,Ocean Ave,San Francisco,CA,San Francisco County,94112.0
1243,"Right Around the Corner, Near Everywhere You Want to Be",3834,1,1.0,751.0,"(37.772721, -122.391183)",1,1,0,1,0,0,1,0,0,0,1,0,37.772721000000004,-122.39118300000001,1.0,rooftop,1201.0,4th St,San Francisco,CA,San Francisco County,94158.0
1244,Charming Noe Valley Furnished apt for 6 months or longer! ~ J.Wavro,3400,1,1.0,,"(37.755423, -122.432254)",0,0,0,0,1,0,1,0,0,0,0,0,37.755423,-122.432254,1.0,nearest_street,850.0,Noe St,San Francisco,CA,San Francisco County,94114.0
1245,"24th/ Valencia, totally updated 1BR/ 2BA",2600,1,2.0,650.0,"(37.752104, -122.420665)",1,1,0,0,0,0,0,0,0,0,0,0,37.752103999999996,-122.42066499999999,1.0,nearest_street,3400.0,24th St,San Francisco,CA,San Francisco County,94110.0
1246,"Large, Sunny/Updated Unit, Dining/Living Rm",2450,1,1.0,,"(37.780365, -122.505198)",0,0,0,0,1,0,1,0,0,0,1,0,37.780365,-122.505198,1.0,rooftop,455.0,44th Ave,San Francisco,CA,San Francisco County,94121.0
1247,Newly renovated Studio,2100,1,1.0,,"(37.763496, -122.418484)",1,1,0,0,0,0,0,0,0,0,0,0,37.763496,-122.418484,1.0,nearest_street,3250.0,17th St,San Francisco,CA,San Francisco County,94110.0
1250,Classic Nob Hill One Bedroom at the Top of the Hill ~ J.Wavro,3800,1,1.0,,"(37.793223, -122.41447)",0,0,0,0,1,0,1,0,0,0,0,0,37.793223,-122.41447,1.0,nearest_street,1300.0,Clay St,San Francisco,CA,San Francisco County,94109.0
1255,Nob Hill one bedroom with hardwood floors Garage Parking ~ J.Wavro,3700,1,1.0,,"(37.793223, -122.41447)",0,0,0,0,1,0,1,0,0,0,0,0,37.793223,-122.41447,1.0,nearest_street,1300.0,Clay St,San Francisco,CA,San Francisco County,94109.0
1260,"Beautiful, Large Garden Studio in Duboce Triangle",3250,1,1.0,750.0,"(37.765965, -122.432306)",1,0,0,1,0,0,0,0,0,0,0,0,37.765965,-122.43230600000001,1.0,rooftop,2148.0,15th St,San Francisco,CA,San Francisco County,94114.0
1261,"Comfortable, Sunny & Safe",2300,1,1.0,,"(37.752045, -122.483844)",0,0,0,0,0,0,0,0,0,0,1,0,37.752045,-122.48384399999999,1.0,nearest_street,1900.0,Ortega St,San Francisco,CA,San Francisco County,94122.0
1262,Penthouse Level! Corner Unit! Breathtaking Views!,3450,1,1.0,880.0,"(37.785589, -122.424967)",1,1,0,0,1,0,1,0,0,0,0,1,37.785589,-122.424967,1.0,rooftop,1377.0,Post St,San Francisco,CA,San Francisco County,94109.0
1263,Spacious and Bright 1 Bedroom in Prime Location!,3250,1,1.0,880.0,"(37.785616, -122.424743)",1,1,0,0,1,0,0,0,0,0,0,1,37.785616,-122.42474299999999,1.0,rooftop,1377.0,Post St,San Francisco,CA,San Francisco County,94109.0
1265,FLOOR TO CEILING WINDOWS FROM THIS 1 BED GIVE YOU A GREAT VIEW!!!,4123,1,1.0,631.0,"(37.748362, -122.429346)",1,1,0,1,0,0,1,0,0,0,1,1,37.748362,-122.429346,1.0,nearest_street,4000.0,26th St,San Francisco,CA,San Francisco County,94131.0
1266,Cole Valley 1br 1ba  available now,3250,1,1.0,700.0,"(37.761536, -122.451002)",1,1,0,0,0,0,0,0,0,0,1,0,37.761536,-122.451002,1.0,rooftop,4925.0,17th St,San Francisco,CA,San Francisco County,94117.0
1267,Remodeled 2 Bedroom 1 Bath unit with Large Balcony & Bay View,4419,1,1.0,,"(37.802069, -122.414569)",0,0,0,0,0,1,1,0,0,0,0,0,37.802069,-122.414569,1.0,rooftop,2135.0,Taylor St,San Francisco,CA,San Francisco County,94133.0
1272,Fully furnished corner one bedroom available now,3299,1,1.0,,"(37.802069, -122.414569)",0,0,0,0,0,1,1,0,0,0,0,0,37.802069,-122.414569,1.0,rooftop,2135.0,Taylor St,San Francisco,CA,San Francisco County,94133.0
1273,"OPEN HOUSE - TOP FLOOR, ONE BEDROOM, UNDERGROUND PARKING",3200,1,1.0,,"(37.771396, -122.509895)",0,0,0,1,0,0,1,0,0,0,0,0,37.771396,-122.509895,1.0,nearest_street,7200.0,Fulton St,San Francisco,CA,San Francisco County,94121.0
1275,Top Flr 1 BDR/ 1 BA with Updated Kitchen www.RentalsInSF.com,2600,1,1.0,,"(37.785639, -122.444313)",0,0,0,0,0,0,0,0,0,0,1,0,37.785639,-122.444313,1.0,rooftop,2869.0,Bush St,San Francisco,CA,San Francisco County,94115.0
1276,Furnished 1BR Apartment located on 273 Green Street,4900,1,1.0,,"(37.800138, -122.403962)",1,1,0,0,0,0,0,0,0,1,1,0,37.800138000000004,-122.403962,1.0,rooftop,283.0,Green St,San Francisco,CA,San Francisco County,94133.0
1277,Panoramic Views As You Work! A Full-Featured Home 4 Professionals,3900,1,1.0,800.0,"(37.745, -122.4383)",1,1,0,1,0,0,1,0,0,1,1,0,37.745,-122.4383,1.0,rooftop,1422.0,Douglass St,San Francisco,CA,San Francisco County,94131.0
1278,800 Sqft One bedroom Apt-not an inlaw.  Gorgeous garden entry $2300,2300,1,1.0,800.0,"(37.721624, -122.472322)",0,0,0,1,0,0,0,0,0,0,1,0,37.721624,-122.47232199999999,1.0,nearest_street,1356.0,Holloway Ave,San Francisco,CA,San Francisco County,94132.0
1279,Lovely 1 BDR/ 1 BA in Carriage House w/ Garden www.RentalsInSF.com,2700,1,1.0,,"(37.785635, -122.444347)",0,0,0,0,0,0,0,0,0,0,1,0,37.785635,-122.444347,1.0,rooftop,2869.0,Bush St,San Francisco,CA,San Francisco County,94115.0
1280,"Private Cottage, Dishwasher, Jacuzzi, WiFi, W/D, Wood Floor, Avail NOW",3300,1,1.0,500.0,"(37.761092, -122.468252)",1,1,0,0,1,0,0,0,0,1,1,0,37.761092,-122.468252,1.0,rooftop,1449.0,11th Ave,San Francisco,CA,San Francisco County,94122.0
1283,Beautiful one bedroom in a great location,3100,1,1.0,,"(37.790087, -122.409357)",1,0,0,0,1,0,0,0,0,0,1,0,37.790087,-122.409357,1.0,rooftop,722.0,Bush St,San Francisco,CA,San Francisco County,94108.0
1284,Art Deco Sunny Nob Hill 1bd Apartment,2795,1,1.0,,"(37.791923, -122.417582)",0,0,0,0,1,0,0,0,0,0,0,0,37.791923,-122.41758200000001,1.0,nearest_street,1200.0,Hyde St,San Francisco,CA,San Francisco County,94109.0
1285,New East facing 2nd floor 1 bed 1 bath apartment ~ Avail 11/9!,3970,1,1.0,673.0,"(37.773089, -122.396768)",1,1,0,1,0,0,0,1,0,0,1,1,37.773089,-122.396768,1.0,nearest_street,,I 280,San Francisco,CA,San Francisco County,94158.0
1286,1BR | 1BA in the Heart of San Francisco,2300,1,1.0,,"(37.796211, -122.405143)",0,0,0,0,0,0,0,0,0,0,1,0,37.796211,-122.405143,1.0,nearest_street,900.0,Kearny St,San Francisco,CA,San Francisco County,94133.0
1290,"State of the art fitness center, European design inspired bathroom",3973,1,1.0,769.0,"(37.776541, -122.417501)",1,1,0,1,0,0,1,0,0,0,1,1,37.776540999999995,-122.417501,1.0,nearest_street,1401.0,Market St,San Francisco,CA,San Francisco County,94103.0
1291,A Glimpse of the Painted Ladies Outside Your Window,3695,1,1.0,,"(37.777507, -122.433085)",1,1,0,1,0,0,0,0,0,0,1,0,37.777507,-122.433085,1.0,rooftop,898.0,Steiner St,San Francisco,CA,San Francisco County,94117.0
1292,New 1 bed 1 bath apt avail this November! Walk to Caltrain & Muni!,3850,1,1.0,691.0,"(37.773089, -122.396768)",1,1,0,1,0,0,0,1,0,0,1,1,37.773089,-122.396768,1.0,nearest_street,,I 280,San Francisco,CA,San Francisco County,94158.0
1294,APARTMENT SPACIOUS 1BR/ 1BH Showing today,1750,1,1.0,600.0,"(37.728617, -122.426423)",0,0,0,0,0,0,0,0,0,0,1,0,37.728617,-122.426423,1.0,nearest_street,479.0,Silver Ave,San Francisco,CA,San Francisco County,94112.0
1295,Frosty White Right in Alamo Square,3895,1,1.0,,"(37.777507, -122.433085)",1,1,0,1,0,0,0,0,0,0,1,0,37.777507,-122.433085,1.0,rooftop,898.0,Steiner St,San Francisco,CA,San Francisco County,94117.0
1298,Top floor one bedroom with city view and fireplace,2799,1,1.0,850.0,"(37.785199, -122.419152)",0,0,0,0,0,1,1,0,0,0,0,0,37.785199,-122.419152,1.0,rooftop,888.0,Ofarrell St,San Francisco,CA,San Francisco County,94109.0
1301,1 Bed 1 bath Available in Hayes Valley!,3730,1,1.0,609.0,"(37.77521, -122.424327)",1,1,0,1,0,0,1,0,0,0,1,1,37.775209999999994,-122.424327,1.0,rooftop,330.0,Octavia St,San Francisco,CA,San Francisco County,94102.0
1302,Beautiful One Bedrooms in SOMA!,2964,1,1.0,,"(37.7725, -122.4147)",0,0,0,0,1,0,1,0,0,0,0,0,37.7725,-122.4147,1.0,rooftop,245.0,11th St,San Francisco,CA,San Francisco County,94103.0
1303,"Convenient Location, Deep Soaker Tubs, Bike Room",4230,1,1.0,650.0,"(37.771804, -122.426621)",1,1,0,1,0,0,1,0,0,0,0,0,37.771803999999996,-122.426621,1.0,rooftop,200.0,Buchanan St,San Francisco,CA,San Francisco County,94102.0
1304,Charming 1 BDR/ 1 BATH in Carriage House www.RentalsInSF.com,2700,1,1.0,,"(37.785635, -122.444347)",0,0,0,0,0,0,0,0,0,0,1,0,37.785635,-122.444347,1.0,rooftop,2869.0,Bush St,San Francisco,CA,San Francisco County,94115.0
1305,High Ceilings and Airy Floor Plan on Cathedral Hill - Amen!,3695,1,1.0,,"(37.78317, -122.422562)",1,1,0,1,0,0,0,0,0,0,1,0,37.78317,-122.42256200000001,1.0,rooftop,915.0,Franklin St,San Francisco,CA,San Francisco County,94109.0
1306,"Gorgeous 1 bed with open-spacious living area, great sun & SFDC view!",4087,1,1.0,729.0,"(37.769428, -122.403979)",1,1,0,1,0,0,0,0,0,0,1,1,37.769428000000005,-122.403979,1.0,nearest_street,2.0,Division St,San Francisco,CA,San Francisco County,94103.0
1307,"Convenient Location, Working Lounge, Car Sharing Service",4600,1,1.0,809.0,"(37.787996, -122.393597)",1,1,0,1,0,0,1,0,0,0,0,0,37.787996,-122.393597,1.0,nearest_street,355.0,Folsom St,San Francisco,CA,San Francisco County,94105.0
1308,Beautifully Remodeled with Fantastic View,2975,1,1.0,700.0,"(37.752377, -122.446661)",0,0,0,0,1,0,0,0,0,0,1,0,37.752377,-122.446661,1.0,rooftop,96.0,Crestline Dr,San Francisco,CA,San Francisco County,94131.0
1309,Prime marina location across Fort Mason,3400,1,1.0,,"(37.803936, -122.426756)",0,0,0,0,1,0,1,0,0,0,0,0,37.803936,-122.42675600000001,1.0,nearest_street,1201.0,Bay St,San Francisco,CA,San Francisco County,94123.0
1313,"Newly Remodeled 1x1 Lower Apt, Near CCSF, SFSU, BART",1800,1,1.0,,"(37.712294, -122.446629)",0,0,0,0,0,1,0,0,0,0,1,0,37.712294,-122.446629,1.0,rooftop,398.0,Ellington Ave,San Francisco,CA,San Francisco County,94112.0
1315,"Custom window treatments, Transport network is steps away",4306,1,1.0,769.0,"(37.776541, -122.417501)",1,1,0,1,0,0,1,0,0,0,0,1,37.776540999999995,-122.417501,1.0,nearest_street,1401.0,Market St,San Francisco,CA,San Francisco County,94103.0
1317,Luxury Apt across from AirBNB - Gym/Rooftop/In-Unit Laundry No Deposit,3595,1,1.0,752.0,"(37.772065, -122.404452)",0,0,0,1,0,0,0,0,0,0,0,0,37.772065000000005,-122.404452,1.0,rooftop,875.0,Brannan St,San Francisco,CA,San Francisco County,94103.0
1318,Amazing Floorplan:  Jr. 1x1!  Washer/Dryer Included,2925,1,1.0,572.0,"(37.724927, -122.395949)",1,1,0,1,0,0,1,0,0,0,1,1,37.724927,-122.395949,1.0,rooftop,5880.0,3rd St,San Francisco,CA,San Francisco County,94124.0
1323,Welcome home to your SF 1 Bedroom,4790,1,1.0,733.0,"(37.772065, -122.404452)",1,1,0,1,0,0,1,0,0,0,1,1,37.772065000000005,-122.404452,1.0,rooftop,875.0,Brannan St,San Francisco,CA,San Francisco County,94103.0
1324,Spacious 1 BDR/ 1 BATH in Lower Pac Hts www.RentalsInSF.com,2500,1,1.0,,"(37.785635, -122.444347)",0,0,0,0,0,0,0,0,0,0,1,0,37.785635,-122.444347,1.0,rooftop,2869.0,Bush St,San Francisco,CA,San Francisco County,94115.0
1326,"You'll Love This! Close to Shops, Restarants, CalTrain, and BART",3395,1,1.0,,"(37.78723, -122.391465)",0,0,0,1,0,0,1,0,0,0,0,0,37.78723,-122.391465,1.0,rooftop,400.0,Beale St,San Francisco,CA,San Francisco County,94105.0
1327,Welcome to your new Luxurious 1 Bedroom,4165,1,1.0,719.0,"(37.772065, -122.404452)",1,1,0,1,0,0,1,0,0,0,1,1,37.772065000000005,-122.404452,1.0,rooftop,875.0,Brannan St,San Francisco,CA,San Francisco County,94103.0
1328,COVER PARKING AND GARBAGE! 1BR/1BA apartment,2350,1,1.0,,"(37.779688, -122.493297)",0,0,0,0,0,1,0,0,1,0,1,0,37.779688,-122.493297,1.0,nearest_street,500.0,33rd Ave,San Francisco,CA,San Francisco County,94121.0
1333,This Apartment Takes Your Commute From Sad to Glad!,3095,1,1.0,,"(37.789511, -122.41541)",1,1,0,1,0,0,0,0,0,0,1,0,37.789511,-122.41541000000001,1.0,rooftop,920.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
1334,"Sunny 1 Bdrm, 2 blocks to Irving, Walk to UCSF, Close to CCSF, SFSU",2500,1,1.0,,"(37.760693, -122.467266)",0,0,0,0,1,0,0,0,0,0,1,0,37.760692999999996,-122.467266,1.0,rooftop,1479.0,10th Ave,San Francisco,CA,San Francisco County,94122.0
1342,*SAT* Geary @ Franklin | Newer Construction 1BR + Loft Platform,2200,1,1.0,,"(37.785368, -122.422392)",0,0,0,0,1,0,0,0,0,0,1,0,37.785368,-122.42239199999999,1.0,rooftop,1121.0,Geary Blvd,San Francisco,CA,San Francisco County,94109.0
1343,Classic Tenderloin Building Close to Great Music Spots,2595,1,1.0,,"(37.784139, -122.418485)",1,1,0,0,1,0,0,0,0,0,1,0,37.784139,-122.418485,1.0,rooftop,741.0,Ellis St,San Francisco,CA,San Francisco County,94109.0
1346,"On the Cable Car Line, a San Francisco Treat",3295,1,1.0,,"(37.790836, -122.408925)",1,1,0,1,0,0,0,0,0,0,1,0,37.790836,-122.408925,1.0,rooftop,655.0,Powell St,San Francisco,CA,San Francisco County,94108.0
1348,1240 Bush #9 - $95 Move-In Special - Available Now!,3395,1,1.0,,"(37.789271, -122.417716)",1,1,0,1,0,0,0,0,0,0,1,0,37.789271,-122.417716,1.0,rooftop,1240.0,Bush St,San Francisco,CA,San Francisco County,94109.0
1349,Church & Market/Available Now/Duboce! Pets Ok! $95 Move In Special!,4195,1,1.0,,"(37.766943, -122.428896)",1,1,0,1,0,0,0,0,0,0,1,0,37.766943,-122.428896,1.0,rooftop,210.0,Church St,San Francisco,CA,San Francisco County,94114.0
1356,10th Ave & Clement/Pets Ok/Available Now/$95 Move In Special!,3195,1,1.0,,"(37.782042, -122.468653)",1,1,0,1,0,0,0,0,0,0,1,0,37.782042,-122.468653,1.0,rooftop,337.0,10th Ave,San Francisco,CA,San Francisco County,94118.0
1357,Bush & Hyde/Remodeled/Available Now/Pets Ok!$95 Move In Special!,3395,1,1.0,,"(37.789046, -122.417541)",1,1,0,1,0,0,0,0,0,0,1,0,37.789046,-122.41754099999999,1.0,rooftop,1209.0,Bush St,San Francisco,CA,San Francisco County,94109.0
1358,Judah & 9th Ave/Great Location!Pets Ok!W&D!$95 Move In Special!,3595,1,1.0,720.0,"(37.762198, -122.465659)",1,1,0,1,0,0,0,0,0,0,1,0,37.762198,-122.465659,1.0,rooftop,326.0,Judah St,San Francisco,CA,San Francisco County,94122.0
1361,Apartment Facelift on Palm Lined Polk. $95DepIQ. 1036POLK #302 Update.,2795,1,1.0,,"(37.786424, -122.419846)",1,1,0,1,0,0,0,0,0,0,1,0,37.786424,-122.41984599999999,1.0,rooftop,1037.0,Polk St,San Francisco,CA,San Francisco County,94109.0
1362,BIG Bang for Buck with $95 Deposit IQ + Rent Control. 1240BUSH #5.,2495,1,1.0,,"(37.789046, -122.417541)",1,1,0,0,1,0,0,0,0,0,1,0,37.789046,-122.41754099999999,1.0,rooftop,1209.0,Bush St,San Francisco,CA,San Francisco County,94109.0
1367,Hardwood Downtown 1 Bed / 1 Bath ~ J.Wavro,3200,1,1.0,,"(37.789016, -122.410242)",0,0,0,0,1,0,0,0,0,0,0,0,37.789016,-122.410242,1.0,nearest_street,600.0,Mason St,San Francisco,CA,San Francisco County,94108.0
1370,"Your Pets Are Going to Love This Spread-Out, Park-Adjacent Pad",3395,1,1.0,,"(37.782258, -122.449368)",1,1,0,1,0,0,0,0,0,0,1,0,37.782258,-122.44936799999999,1.0,rooftop,2824.0,Geary Blvd,San Francisco,CA,San Francisco County,94118.0
1373,Find Your Niche in This Smart Apartment,2295,1,1.0,,"(37.782872, -122.413441)",1,0,0,0,1,0,0,0,0,0,1,0,37.782872,-122.41344099999999,1.0,rooftop,256.0,Turk St,San Francisco,CA,San Francisco County,94102.0
1377,755 O'Farrell #44 - $95 Move-In Special - Available Now!,2495,1,1.0,,"(37.785034, -122.417115)",1,1,0,0,1,0,0,0,0,0,1,0,37.785034,-122.417115,1.0,rooftop,755.0,Ofarrell St,San Francisco,CA,San Francisco County,94109.0
1380,Top Flr 1 BDR/1 BA w/ Hardwood Flrs www.RentalsInSF.com,2600,1,1.0,,"(37.785896, -122.444299)",0,0,0,0,0,0,0,0,0,0,1,0,37.785896,-122.444299,1.0,rooftop,2852.0,Bush St,San Francisco,CA,San Francisco County,94115.0
1383,Prime Russian Hill Top Floor Spacious Remodeled Apt w/ HW! ~ J.Wavro,4295,1,1.0,,"(37.798762, -122.422337)",0,0,0,0,1,0,1,0,0,0,0,0,37.798761999999996,-122.42233700000001,1.0,nearest_street,1396.0,Union St,San Francisco,CA,San Francisco County,94109.0
