title,rental price,bedrooms,bathrooms,Area (SF),"latitude,longitude",cats are OK - purrr,dogs are OK - wooof,w/d in unit,wd in unit,laundry in bldg,laundry on site,attached garage,detached garage,carport,furnished,no smoking,wheelchair accessible
"large room right by SFSU, easy transit to downtown city, easy parking",1160,1,0,,"(37.723315, -122.474289)",0,0,0,0,0,1,0,0,0,0,0,0
Bright 2 bdrm apartment with fireplace and parking for rent!,3850,2,1,825,"(37.788653, -122.425501)",0,0,0,0,1,0,1,0,0,0,1,1
"RECENTLY REMODELED TOP FL UNIT w/fabulous view, hdwd fl, pkg, laundry",3375,1,1,,"(37.798112, -122.442468)",0,0,0,0,1,0,1,0,0,0,1,0
One Bedroom One Bath Apartment with Parking & Private Backyard,2500,1,1,785,"(37.72495, -122.461211)",0,0,0,0,1,0,1,0,0,0,1,0
Large Top Floor Edwardian 1bd; Hardwood Floors,3400,1,1,,"(37.752241, -122.421813)",1,0,0,0,1,0,1,0,0,0,0,0
Remodeled Apartment in a Queen Anne Victorian,3650,1,1,,"(37.774762, -122.432114)",0,0,0,1,0,0,0,0,0,0,1,0
"One Bedroom, Lower Nob Hill, easy walk to Union Square",2500,1,1,,"(37.788378, -122.414732)",0,0,0,0,0,0,0,0,0,0,1,0
"LIKE A 2 BDRM,3RD FL,COZY, NEW HWFL,LIGHTED,OFF ST, 2 BLK TO UN. SQ!",2425,1,1,,"(37.789955, -122.410399)",0,0,0,0,0,1,0,0,0,0,1,0
Walk to the Beach! | Renovated | Light & Bright | 10 Mins to GG Bridge,3650,2,2,,"(37.7794, -122.501135)",1,1,0,0,1,0,0,0,0,0,1,0
"10th Ave & Cabrillo, remodeled, 1 BR/1 BA with parking for rent...",2600,1,1,,"(37.776087, -122.468224)",0,0,0,0,1,0,1,0,0,0,1,0
TextRSVPOpenHouseSatOct6thSunOct7th-12pmto12:45pm-3Bed1BathTopFlat,5400,3,1,1100,"(37.750896, -122.427355)",0,0,0,1,0,0,0,0,1,0,1,0
Great Location for Commuters! | Spacious Layout | 617 Natoma,2395,1,1,,"(37.778129, -122.4103)",0,0,0,0,1,0,0,0,0,0,1,0
Private Balcony! | Laundry in Building | Dishwasher! | 1761 Vallejo,3195,1,1,,"(37.796353, -122.426256)",1,1,0,0,1,0,0,0,1,1,1,0
Renovated Kitchen + Bath | Classic San Francisco Charm | 335 10th St.,3850,3,1,,"(37.772168, -122.412017)",1,1,0,0,0,0,0,0,0,0,1,0
Easy Commute Downtown | Walk to Bart! | Open Floorplan | 85 Richland,2550,1,1,,"(37.736175, -122.425603)",0,0,0,0,0,0,0,0,0,0,1,0
A DEFINITE MUST SEE!!!,2800,1,1,650,"(37.7309, -122.3886)",1,1,0,0,0,0,1,0,0,0,0,0
3 Bedroom 1 Bath -- Close to BART!,3800,3,1,,"(37.6574, -122.4235)",0,0,0,1,0,0,0,0,0,0,1,0
TextRSVPOpenHouseSatOct6thSunOct7th-12pmTo12:45pmLargeTopFlat3Bed1Bath,5400,3,1,1100,"(37.750835, -122.428373)",0,0,0,1,0,0,0,0,1,0,1,0
"Jr. 1 BD, Marina",2275,1,1,,"(37.799765, -122.444516)",0,0,0,0,0,0,0,0,0,0,1,0
2BR with two parking spots,4800,2,1,900,"(37.803632, -122.406582)",0,0,0,0,1,0,1,0,0,0,0,0
EXTRA LARGE 1 BDRM w/ WALK-IN CLOSET NEAR SF MOMA,3880,1,1,950,"(37.783785, -122.39893)",0,0,0,1,0,0,0,0,0,0,1,0
CHIC NOE HILL (incl utilities ),4900,1,1,600,"(37.759423, -122.432638)",1,1,0,0,1,0,1,0,0,1,1,0
1 Bedroom in the Haight with Parking,2800,1,1,,"(37.768696, -122.446668)",0,0,0,0,0,1,0,0,0,0,1,0
"** Spacious, Furnished 2 BR 2BA Apartment - includes utilities",5400,2,2,1350,"(37.745165, -122.429037)",0,0,0,1,0,0,0,0,0,1,1,0
Newly renovated 2 bedroom 1.5 bath apartment home in Inner Richmond雅,3500,2,1.5,1300,"(37.784716, -122.466694)",0,0,0,0,0,0,0,0,0,0,0,0
Charming Russian Hill 2 Bedroom 1 bath with views,3850,2,1,800,"(37.80029, -122.414214)",0,0,0,0,1,0,0,0,0,0,1,0
Perfectly remodeled 1 Bed rooms,3000,1,1,,"(37.738658, -122.429315)",0,0,0,0,0,1,1,0,0,0,0,0
Bright unit,1700,1,1,,"(37.77677, -122.496185)",0,0,0,0,0,0,0,0,0,0,1,0
"Spacious sunny 1 bdrm 1 bath apt - Laundry, Garden, Easy Parking",1800,1,1,,"(37.705231, -122.408982)",0,0,0,0,1,0,1,0,0,0,1,0
Newly renovated apartment,2495,1,1,,"(37.7593, -122.4836)",0,0,0,0,0,0,0,0,0,1,0,0
"COME & COMPARE! Fab, Top Floor Unit with Exclusive Use Deck. Inner",5295,3,1,,"(37.76809, -122.419203)",0,0,0,1,0,0,0,0,0,0,1,0
"COME & COMPARE! Fab, Top Floor Unit with Exclusive Use Deck. Inner",5295,3,1,,"(37.76809, -122.419203)",0,0,0,1,0,0,0,0,0,0,1,0
"Cozy 1BR, very good location, rent including utilities",2290,1,0,,"(37.775715, -122.497319)",0,0,0,0,0,0,0,0,0,0,0,0
"FURNISHED Vacation like home in the Castro, Panoramic View 1,450 sqft",6000,3,1,,"(37.764932, -122.43593)",0,0,0,1,0,0,0,0,1,0,0,0
OPEN HOUSE 10/6 @ 10am! Junior 1br in Lower Nob Hill!,2650,1,1,,"(37.786749, -122.414853)",0,0,0,0,1,0,0,0,0,0,1,0
OPEN HOUSE Saturday 10/6 @ 10am 1br in Lower Nob Hill!,2650,1,1,,"(37.786749, -122.414853)",0,0,0,0,1,0,0,0,0,0,1,0
Panoramic Views at a Fantastic Location,5260,2,2,960,"(37.791456, -122.392342)",1,1,0,0,1,0,1,0,0,0,1,1
"** Fully remodeled 2 BR/2 BA, W/D in unit, on Alamo Square",4500,2,2,820,"(37.775735, -122.43649)",0,0,0,1,0,0,0,0,0,0,1,0
Open noon-3 Saturday - Remodeled sunny North Beach apartment,2700,1,1,510,"(37.801328, -122.407405)",0,0,0,0,0,0,0,0,0,0,1,0
Huge 1 bedroom in prime Pacific Heights on Broadway Street (PHOTOS)!!,3995,1,1,,"(37.795376, -122.426231)",0,0,0,0,1,0,1,0,0,0,1,0
Views from large patio | W/D | Fireplace | Patio| Clubhouse | Gym!,3698,2,2,1225,"(37.709251, -122.423353)",1,1,0,1,0,0,1,0,0,0,1,0
"$4000 / 1br - GARDEN APT 1BR/1BA in beautiful Victorian, great locatio",4000,1,1,,"(37.792472, -122.434558)",0,0,0,1,0,0,0,0,0,0,0,0
Park and Bay Views | W/D | Fireplace | Private Balcony | Gym!,4608,3,2.5,1737,"(37.709251, -122.423353)",1,1,0,1,0,0,1,0,0,0,1,0
Hillside Views | W/D | Fireplace | Patio| Clubhouse | Gym +Skydeck!,3698,2,2,1225,"(37.709251, -122.423353)",1,1,0,1,0,0,1,0,0,0,1,0
Views | W/D | Fireplace | Patio| Clubhouse | Gym +Skydeck!,3698,2,2,1225,"(37.709251, -122.423353)",1,1,0,1,0,0,1,0,0,0,1,0
Views | W/D | Fireplace | Large Private  Patio| Clubhouse | Gym!,3698,2,2,1225,"(37.709251, -122.423353)",1,1,0,1,0,0,1,0,0,0,1,0
Open House Saturday 3 bed 2 bath upper unit + yard + laundry + parking,4150,3,2,1200,"(37.721543, -122.428239)",1,0,0,0,1,0,1,0,0,0,0,0
3 bed 2 bath upper unit + yard + laundry + parking,4150,3,2,1200,"(37.721258, -122.427645)",1,0,0,0,1,0,1,0,0,0,0,0
UPDATED LARGE 3BR/2BA 1650 sq/ft SUNNY Nob Hill Apartment AVAIL 10/15,6195,3,2,1650,"(37.794221, -122.420798)",0,0,0,1,0,0,1,0,0,0,1,0
Closer to work and no more commuting long distanc...HOME AWAITS YOU,3075,2,1,870,"(37.469445, -122.21262)",1,1,0,1,0,0,0,0,1,0,0,0
*** Great Location/Top Floor One-Bedroom w/ Views***,3700,1,1,,"(37.793015, -122.444843)",0,0,0,0,1,0,0,0,0,0,1,0
North Point & Webster/Pets Ok!Available Now!Top FL$95 Move In Special!,4495,1,1,840,"(37.803969, -122.435031)",1,1,0,0,1,0,0,0,0,0,1,0
Get A Month FREE Rent - Lock In Your Rate Today And Join Our Community,5332,2,2,901,"(37.774299, -122.39051)",1,1,0,1,0,0,0,1,0,0,0,0
Pet Friendly Community has a Move In Special Call us for Info,2950,2,1,980,"(37.467468, -122.22334)",1,1,0,1,0,0,0,0,1,0,0,0
"2 Bed - 2 Bath, Serenity Studio, 25 Live-Work Lofts",3431,2,2,1239,"(37.806145, -122.275221)",1,1,0,1,0,0,1,0,0,0,1,0
Apt #370 - HUGE 2Bed/2Ba Townhome! 2 Levels! Private Balcony & More!,5575,2,2.5,1388,"(37.771804, -122.426621)",1,1,0,1,0,0,1,0,0,0,1,1
"Perfect Location, Perfect You, Perfect Special",5245,2,2,1167,"(37.774299, -122.39051)",1,1,0,1,0,0,0,1,0,0,0,0
Exceptional High Floor 1BD/1BA W/ Dramatic Views & Parking Available,5495,1,1,1350,"(37.799414, -122.417385)",0,0,0,0,1,0,1,0,0,0,1,0
"Cute, Outdoor Garden, Nice and Cozy",3095,1,1,600,"(37.7621, -122.3971)",0,0,0,1,0,0,0,0,0,0,1,0
Top Floor - Ultra Spacious & Modern 2BD/1BA - Parking Available.,4500,2,1,,"(37.80226, -122.424899)",0,0,0,0,1,0,1,0,0,0,1,0
"Renovated 1BR, Walking distance GGPark,Ocean,Transportation, Grocery",2300,1,1,,"(37.761436, -122.505133)",0,0,0,0,0,0,0,0,0,0,1,0
"Leasing Now, Electric Car Charging Station, Coffee and Tea Bar",5286,2,2,1015,"(37.787996, -122.393597)",1,1,0,1,0,0,1,0,0,0,0,0
"Stunning, Elegant, Spacious, 2-Bedroom View Apartment G4",7200,2,2,1200,"(37.796873, -122.429666)",0,0,0,1,0,0,1,0,0,1,1,0
2 Bedroom with Balcony overlooking Potrero Hill!,4858,2,2,949,"(37.766424, -122.396996)",0,0,0,1,0,0,1,0,0,0,0,0
"Russian Hill - 2 BR, 1 BA Apartment 1,200 Sq. Ft.- Parking Included",5450,2,1,1200,"(37.802248, -122.417597)",0,0,0,1,0,0,1,0,0,0,0,0
10/7 OPEN HOUSE - LOCATION! LOCATION! LOCATION! INNER SUNSET IRVING ST,2500,1,1,,"(37.763971, -122.467819)",0,0,0,0,0,0,0,0,0,0,1,0
//Great Location 4 beds 3 baths//,3000,4,3,1950,"(37.7441, -122.4863)",0,0,0,0,0,0,0,0,0,0,0,0
2 Bedroom with patio  overlooking Potrero Hill!,4858,2,2,949,"(37.766424, -122.396996)",0,0,0,1,0,0,1,0,0,0,0,0
"New Espresso Kitchen and Bath Cabinets, Private Washer Dryer",5375,2,2,1214,"(37.787703, -122.391971)",1,1,0,1,0,0,0,1,0,0,0,0
Stunning Views and Perfect Location Close to Work,4885,2,1,866,"(37.791456, -122.392342)",0,0,0,0,1,0,1,0,0,0,0,0
2 Bedroom with  views  overlooking downtown San Francisco!,4858,2,2,949,"(37.766424, -122.396996)",0,0,0,1,0,0,1,0,0,0,0,0
VIEW THE HILLS AND THE MISSION FROM A BOUTIQUE APARTMENT ON MARKET!,3850,1,1,682,"(37.771429, -122.424061)",1,1,0,1,0,0,1,0,0,0,1,1
Beautiful Remodeled Small One Bedroom,2400,1,1,,"(37.788178, -122.416827)",0,0,0,0,0,0,0,0,0,0,0,0
$3500 / 1br - 745ft2 - BEAUTIFUL SPACIOUS 1 BEDROOM 1 BATH IN BAY CRES,3500,1,1,745,"(37.788135, -122.390319)",0,0,0,1,0,0,1,0,0,1,1,1
BEAUTIFUL SPACIOUS 1 BEDROOM 1 BATH IN BAY CREST WITH SECURED PARKING,3600,1,1,745,"(37.788135, -122.390319)",0,0,0,1,0,0,1,0,0,1,1,1
Luxury Rooms In Nob Hill Move-In Ready!,1945,1,1,,"(37.79072, -122.41875)",1,1,0,0,1,0,0,0,0,0,0,0
"2 Bathrooms,Hardwd,Dbl.Windows,Frplace,Granite,Elevator,Nr Union St.",3995,2,2,,"(37.800019, -122.42413)",0,0,0,0,1,0,1,0,0,0,1,0
Apartment for Rent in Duboce Triangle,4600,2,1,,"(37.768743, -122.430185)",0,0,0,1,0,0,0,0,0,0,0,0
"Newer Kitchen, Hardwood, Close to UCSF, incl PKG!",3595,2,2,1050,"(37.763733, -122.47499)",0,0,0,0,1,0,0,0,0,0,1,0
2 BR Apt.  overlooking San Francisco Just for you!,4840,2,2,990,"(37.766424, -122.396996)",0,0,0,1,0,0,1,0,0,0,0,0
2BR1BA Apartment for Rent in Great Location!,2950,2,1,,"(37.7738, -122.49825)",0,0,0,0,0,1,0,0,0,0,0,0
"Like New ""Home"" w Parking, Laundry & Storage",4850,3,2,960,"(37.76298, -122.469578)",1,0,0,1,0,0,1,0,0,0,0,0
Charming 2 Bedroom Apartment overlooking San Francisco!,4840,2,2,990,"(37.766424, -122.396996)",0,0,0,1,0,0,1,0,0,0,0,0
Newer - TOP FL! W/D in unit! Parking avail! OPEN SAT 10/6,3195,1,1,625,"(37.789701, -122.419853)",0,0,0,1,0,0,1,0,0,0,1,0
Fabulous Large Studio in the Marina,2300,1,1,,"(37.800705, -122.444636)",0,0,0,0,1,0,1,0,0,0,1,0
Best price in area w/prkg incl!,2775,2,1,,"(37.764377, -122.478375)",0,0,0,0,0,0,0,0,0,0,1,0
"433 Delano Ave, San Francisco",3200,2,1,,"(37.722627, -122.443728)",0,0,0,0,0,1,1,0,0,0,1,0
"777 Arguello Blvd #104, San Francisco",2650,1,1,,"(37.776511, -122.458698)",0,0,0,0,1,0,1,0,0,0,1,0
"338 11th Ave, San Francisco",4400,3,2,,"(37.783784, -122.469619)",1,1,0,0,1,0,1,0,0,0,1,0
Updated 1BD/1BA - OPEN SUN-Views from your deck plus 2 parking spaces!,2875,1,1,,"(37.750545, -122.446446)",0,0,0,0,1,0,1,0,0,0,1,0
2 Bedroom with Balcony overlooking Potrero Hill!,4840,2,2,990,"(37.766424, -122.396996)",0,0,0,1,0,0,1,0,0,0,0,0
Beautiful Remodeled 1-Bedroom with new Stainless Appliances and Views,3095,1,1,,"(37.795373, -122.413387)",0,0,0,0,1,0,1,0,0,0,1,0
"Beautiful 3BR/2BA Apartment in Hayes Valley-Views! W/D In Unit, PetsOK",6295,3,2,1100,"(37.775749, -122.431865)",1,1,0,1,0,0,0,0,0,0,1,0
Sweet 60's top floor. Prkng incl!,2225,1,1,,"(37.76452, -122.478414)",0,0,0,0,0,0,0,0,0,0,1,0
"Daly city in law apartment close to SFSU, Westlake shopping mall",1700,1,1,300,"(37.699789, -122.464683)",0,0,0,1,0,0,0,0,0,0,1,0
TOWNHOME CLOSE TO SAN FRANCISCO! WATER AND UTILITIES INCLUDED IN RENT!,2950,1,1,817,"(37.665264, -122.463741)",0,1,0,0,0,1,0,0,1,1,0,0
Tri-Level Unit being Remodeled w/ Lots of Storage - Next to the I80!,4000,2,1.5,1300,"(37.775823, -122.407758)",1,1,0,1,0,0,0,0,0,0,1,0
Newly Remodeled Spacious One Bedroom,2950,1,1,,"(37.7621, -122.3971)",0,0,0,0,0,0,0,0,0,0,1,0
Cozy Newly Remodeled 1 Bedroom,2050,1,1,,"(37.709949, -122.452262)",0,0,0,0,1,0,0,0,0,0,1,0
Newly Re-modeled 1 Bedroom,2950,1,1,,"(37.798301, -122.403879)",0,0,0,0,0,0,0,0,0,0,0,0
Spacious Newly Remodeled 2 Bedroom/1 Bath with Parking Included,3450,2,1,,"(37.763554, -122.469498)",0,0,0,0,0,0,1,0,0,0,1,0
Newly Remodeled 1 Bedroom/1Bath Plus Office on Dolores Street,3750,1,1,,"(37.765939, -122.426507)",0,0,0,0,1,0,0,0,0,0,1,0
Jumbo top floor NOPA 1 bedroom unit with park views and great storage,3200,1,1,,"(37.777601, -122.452691)",0,0,0,0,0,0,0,0,0,0,1,0
Cozy One Bedroom Unit with Parking on Judah ST/9th Ave,2580,1,1,,"(37.762208, -122.465441)",0,0,0,0,1,0,1,0,0,0,1,0
"Now Available, Clubhouse, Resident events",5472,2,2,1416,"(37.773083, -122.391187)",1,1,0,1,0,0,1,0,0,0,1,0
2 or 3 bed/1bath large apartment in the heart of SF,3895,2,1,1100,"(37.785893, -122.419739)",0,0,0,0,1,0,0,0,0,1,1,0
237 Lee Avenue - Avail Oct 1,4400,3,2,1450,"(37.722441, -122.45411)",0,0,0,1,0,0,1,0,0,0,0,0
730 35th Avenue,3150,2,1,1000,"(37.775242, -122.495133)",0,0,0,0,0,0,0,0,0,0,0,0
"Dual Master 2 x 2 w/ SS Apps, W/D, Amenities! Ready NOW!",4781,2,2,944,"(37.777018, -122.415696)",1,1,0,1,0,0,0,1,0,0,1,1
322 Second Avenue #6 | Open Sun 12-1:30p,3400,2,1,,"(37.7812, -122.4614)",0,0,0,0,1,0,0,0,0,0,0,0
Bayside Village 1BDR with 1BA avail Oct - parking av,1960,1,1,1000,"(37.783752, -122.389664)",0,0,0,0,1,0,0,0,1,0,1,0
37th Floor 1 Bedroom W/Fantastic City View!,4375,1,1,730,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1
Top floor | 1 block from Dolores Park,3495,1,1,,"(37.759231, -122.423615)",1,0,0,0,1,0,0,0,0,0,1,0
"Large bedroom with PRIVATE BATH & FURNISHED in Russian Hill, SF",1850,1,1,,"(37.798442, -122.417456)",0,0,0,1,0,0,0,0,0,0,0,0
1320 LOMBARD Trophy Apartment. The SF Riviera. $95DepIQ.  Rent Control,4795,2,2,,"(37.801506, -122.423236)",1,1,0,1,0,0,0,0,0,0,1,0
Remodeled 2 Bedroom/2 Bath with Parking (Must See),4400,2,2,,"(37.802862, -122.437061)",0,0,0,0,1,0,1,0,0,0,1,0
2nd Floor Luxury 1 Bedroom - HUGE!,5333,2,2,982,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1
"$3995. 2Bed  1BATH,H/W,D/W ,FREE PARKING @@@@@@@@@@@@@",3995,2,0,,"(37.785248, -122.439873)",0,0,0,0,1,0,1,0,0,0,0,0
"Glen Park 2-Bedroom, 1-Bath. Near BART. Easy Street Parking",3000,2,1,,"(37.734977, -122.429647)",0,0,0,0,0,1,0,0,0,0,1,0
3 Bed/2 Bath Exceptional Apartment,8000,3,2,1950,"(37.790676, -122.442369)",0,0,0,1,0,0,0,0,0,0,1,0
32nd Floor Unique 1 Bedroom!,4161,1,1,730,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1
2 Bedroom with patio  overlooking Potrero Hill!,4840,2,2,990,"(37.766424, -122.396996)",0,0,0,1,0,0,1,0,0,0,0,0
Deluxe 2 br with Bay/city views and optional parking!  Small Dog ok!,4350,2,1,,"(37.762878, -122.445095)",0,1,0,1,0,0,1,0,0,0,1,0
Beautiful Renovated 2Bd/1Ba Prime Pacific Heights,4400,2,1,,"(37.794542, -122.425826)",0,0,0,0,0,1,1,0,0,0,1,0
Beautiful 1br in classic Pacific Heights bldg- pkng included!,3650,1,1,,"(37.792008, -122.431092)",0,0,0,0,1,0,1,0,0,0,1,0
1 Bed Top Floor Hardwood Floors w/Free Parking 9999999999999999999999,2795,1,1,,"(37.780467, -122.486913)",0,0,0,0,1,0,1,0,0,0,0,0
Waterfront IMPRESSIONIST on the SF Riviera.  $95DepIQ. 3560DIVIS #25.,4195,1,1,,"(37.802411, -122.44334)",1,1,0,1,0,0,0,0,0,0,1,0
591 Monterey Blvd San Francisco CA,4400,4,3,,"(37.731543, -122.448866)",0,0,0,0,1,0,0,0,0,0,1,0
"2976 Washington St, Unit #7, San Francisco, CA",5600,3,2,1548,"(37.790539, -122.442654)",0,0,0,0,1,0,0,0,0,0,1,0
"$3995. 2Bed  1BATH,H/W,D/W ,FREE PARKING @@@@@@@@@@@@@",3995,2,0,,"(37.785248, -122.439873)",0,0,0,0,1,0,1,0,0,0,0,0
$2395. STUDI0 TOP FLOOR 2 SKYN LIGHT HARDWOOD FLOOR FREE PARKING $$$$$,2395,1,0,,"(37.7786, -122.4892)",0,0,0,0,1,0,1,0,0,0,0,0
Large Vintage Studio in Great Neighborhood!,2795,1,1,,"(37.767045, -122.448021)",1,1,0,0,1,0,0,0,0,0,1,0
Furnished 2BR/2BA Apartment located on 62 Grenard Street,6400,2,2,,"(37.800863, -122.423214)",1,1,0,1,0,0,0,0,0,1,1,0
25th Floor Studio + Bridge View!,4155,1,1,518,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1
Furnished 2BR Apartment located on 645 Stockton Street,6400,2,1,,"(37.791857, -122.407456)",1,1,0,0,1,0,1,0,0,1,1,0
Furnished 1BR Apartment located on 355 Fulton Street,4200,1,1,,"(37.778841, -122.422615)",1,1,0,1,0,0,0,0,0,1,1,0
Live The High Life @ AVA 55 Ninth - Modern Apartments w/ Amenities!,3930,1,1,716,"(37.777018, -122.415696)",1,1,0,1,0,0,0,1,0,0,1,1
AVA 55 Ninth - Modern Mid-Market Apartments Ready NOW! $1000 Deposit!,3840,1,1,716,"(37.777018, -122.415696)",1,1,0,1,0,0,0,1,0,0,1,1
Roommates Wanted! Gift Card Promo Starting at $4200! Free Cable/WiFi!,4210,2,2,985,"(37.773434, -122.409575)",1,1,0,1,0,0,0,1,0,0,1,0
20th Floor Unique 1 Bedroom W/Ceiling To Floor Windows!,4513,1,1,652,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1
Furnished 2BR/2BA Apartment located on 1370 Taylor Street,6400,2,2,,"(37.794947, -122.413137)",1,1,0,1,0,0,0,0,0,1,1,0
Modern Furnished Apartment in Nob Hill: 1BR/1BA - short term,3795,1,1,,"(37.790978, -122.407076)",1,0,0,0,1,0,0,0,0,1,1,0
"Great Floor Plan, 24hr Gym,  Lounge w/ Grills, Pet Friendly!",4430,2,2,946,"(37.777018, -122.415696)",1,1,0,1,0,0,0,1,0,0,1,1
Furnished 2BR/2BA Apartment located on 1360 Taylor Street,6400,2,2,,"(37.794858, -122.413119)",1,1,0,1,0,0,0,0,0,1,1,0
"Dual Master 2 x 2 w/ SS Apps, W/D, Amenities! $1,000 Deposit!",4535,2,2,855,"(37.777018, -122.415696)",1,1,0,1,0,0,0,1,0,0,1,1
Furnished 2BR/2BA Apartment located on 1360 Lombard Street,6800,2,2,,"(37.801402, -122.423904)",1,1,0,1,0,0,0,0,0,1,1,0
Beautiful Spacious One Bedroom available,2798,1,1,930,"(37.717168, -122.481561)",1,1,0,0,1,0,0,0,0,0,0,0
Sunny Top-floor One Bedroom near Mission Dolores,2750,1,1,650,"(37.766212, -122.427452)",0,0,0,0,0,1,0,0,1,0,1,0
New Kitchen/Bath-New Floor-BART/280-City College-Street Car-280,3150,2,1,,"(37.724101, -122.459212)",1,1,0,0,0,0,0,0,0,0,0,0
"Light, Bright, Open Space in the Midst of the Thriving Neighborhood",2695,1,1,,"(37.78591, -122.419604)",1,1,0,1,0,0,0,0,0,0,1,0
**Remodeled** Prime Pacific Hts XXL 1-Bdrm - Pkng - Open House Sun!,3395,1,1,1000,"(37.796063, -122.428538)",1,0,0,0,1,0,1,0,0,0,1,0
close to work spectacular views,5230,2,2,960,"(37.791456, -122.392342)",1,1,0,0,1,0,1,0,0,0,1,1
$2250 Quaint 1 bedroom in quiet Noe Valley,2250,1,1,,"(37.747696, -122.427045)",1,1,0,0,0,0,0,0,0,0,0,0
Music & SF's Food Scene is Just Right Outside Your Door,3495,2,1,,"(37.78591, -122.419604)",1,1,0,1,0,0,0,0,0,0,1,0
Charming 2BR apartment on Nob Hill,3600,2,1,,"(37.794969, -122.415915)",0,0,0,0,0,0,0,0,0,0,1,0
Classic railroad style 2bed/1 bath w/ hrdwd flrs throught,3495,2,1,,"(37.767702, -122.445622)",1,0,0,0,0,0,0,0,0,0,1,0
Comfortable Apartment Close to Open Spaces and Iconic SF Sights,3495,1,1,,"(37.783752, -122.447927)",1,1,0,0,1,0,0,0,0,0,1,0
Alamo Square Apartment with Headline-Grabbing Amenities,4695,2,1,,"(37.777507, -122.433085)",1,1,0,1,0,0,0,0,0,0,1,0
New Mission Two Bedroom Listing | Updated | Quiet | ReLISTO,3995,2,1,850,"(37.766674, -122.419825)",1,1,0,0,1,0,1,0,0,0,0,0
Gorgeous top floor apartment 1br/1ba NOPA,3950,1,1,,"(37.771817, -122.440554)",0,0,0,0,1,0,0,0,0,0,0,0
Charming Noe Valley 1 BR With Deck And Full Backyard,2950,1,1,550,"(37.753939, -122.440914)",0,0,0,0,0,1,0,0,0,0,1,0
Spacious 1 Bed with Period Details and Brand New Luxury Finishes!,4195,1,1,,"(37.788277, -122.416056)",1,1,0,1,0,0,0,0,0,0,0,0
"Beautifully Remodeled 2 BD, W/D in Unit, $1000 Gift Card at Move In!",4795,2,1,,"(37.788277, -122.416056)",1,1,0,1,0,0,0,0,0,0,0,0
"Large 2BR/2.5BA, Fireplace, W/D in Unit, City View, Concierge",4795,2,2.5,,"(37.790489, -122.422822)",1,1,0,1,0,0,1,0,0,0,1,0
"Beautifully Remodeled 2 BD, W/D in Unit, Prime Location!",4795,2,1,,"(37.798594, -122.43192)",1,1,0,1,0,0,0,0,0,0,0,0
"Remodeled 1BR in Great Location, Easy Access to Muni, Shops,Cafes",3200,1,1,,"(37.801561, -122.424345)",1,1,0,0,0,0,0,0,0,0,1,0
RENOVATED APARTMENT w/AMAZING VIEW in RUSSIN HILL,3850,2,1,,"(37.796644, -122.414453)",1,1,0,0,0,1,0,0,0,0,1,0
"1/2 Month Free - Pet Friendly 1BR in Lower Nob Hill, Rooftop, Dog Run",2795,1,1,,"(37.787335, -122.415376)",1,1,0,0,0,1,0,0,0,0,1,0
"78 Parker - Beautiful, Spacious Laurel Heights Apartment w/Easy access to MUNI",4150,1,1,,"(37.784491, -122.45465)",1,1,0,0,1,0,0,0,0,0,1,0
"Top floor, spacious 2-br, french doors, dishwasher",3500,2,1,,"(37.7856, -122.4358)",0,0,0,0,0,0,0,0,0,0,1,0
"Renovated 1BR with Spacious Bedroom, Walk to FiDi, MUNI, BART",2495,1,1,,"(37.787188, -122.418302)",1,1,0,0,1,0,0,0,0,0,0,0
"Remodeled 1BR - ROOFTOP, COURTYARD and DOG RUN",3195,1,1,,"(37.7872, -122.415333)",1,1,0,0,1,0,0,0,0,0,1,0
"One Month Free - Renovated 1BR - Few Steps from FiDi, MUNI, BART",3595,1,1,,"(37.790455, -122.407587)",1,1,0,0,1,0,0,0,0,0,1,0
Beautiful Newly Remodeled 1BR Apartment Available,2895,1,1,,"(37.784741, -122.416406)",1,1,0,0,1,0,1,0,0,0,1,0
Lower Nob Hill Gem! 1BR/1BA with New Kitchen! PROGRESSIVE,2250,1,1,,"(37.789383, -122.414876)",0,0,0,0,0,0,0,0,0,0,0,0
"Beautifully Remodeled 2 BD, W/D in Unit, Prime Location!",4795,2,1,,"(37.798499, -122.431923)",1,1,0,1,0,0,0,0,0,0,1,0
"Spacious Laurel Heights Apartment Easy access to MUNI, Walk to Shops",4150,1,1,,"(37.784491, -122.45465)",1,1,0,0,1,0,0,0,0,0,1,0
"One Month Free -  Jr 1BR in Convenient FiDi Location, Walk to Shopping",2750,1,1,,"(37.7917, -122.4186)",1,1,0,0,1,0,0,0,0,0,1,0
Top Floor Newly Renovated 1BR with beautiful Kitchen,2895,1,1,,"(37.788749, -122.415258)",1,1,0,0,1,0,0,0,0,0,0,0
Recently Renovated 1BR/1BA - Ideal Layout for Roommates,2995,1,1,850,"(37.789878, -122.411003)",0,0,0,0,0,1,0,0,0,0,1,0
"Perfect Location w/out the Stress of the inner City, 2b 1ba Townhome",3443,2,1,975,"(37.717411, -122.477722)",1,1,0,0,0,1,0,0,0,0,1,0
